Item,System,Failure observation,Repair time
Component 9,System 01,7/17/1993,186.22
Component 9,System 01,8/17/1993,186.56
Component 9,System 01,10/17/1993,187.57
Component 9,System 01,1/5/1994,188.49
Component 9,System 01,1/26/1994,188.04
Component 9,System 01,2/18/1994,180.16
Component 9,System 01,6/23/1994,188.22
Component 9,System 01,4/21/1995,184.76
Component 9,System 01,5/13/1995,180.71
Component 9,System 01,6/24/1995,186.90
Component 9,System 01,8/13/1995,186.73
Component 9,System 01,8/21/1995,180.99
Component 9,System 01,11/28/1995,184.73
Component 9,System 01,12/5/1995,185.78
Component 9,System 01,1/22/1996,188.67
Component 9,System 01,2/28/1996,180.91
Component 9,System 01,3/6/1996,183.82
Component 9,System 01,8/10/1996,184.67
Component 9,System 01,8/24/1996,186.69
Component 9,System 01,9/23/1996,182.44
Component 9,System 01,10/4/1996,189.02
Component 9,System 01,11/7/1996,182.47
Component 9,System 01,11/23/1996,188.25
Component 9,System 01,6/20/1997,182.59
Component 9,System 01,10/8/1997,187.61
Component 9,System 01,10/11/1997,185.37
Component 9,System 01,4/24/1998,184.79
Component 9,System 01,6/9/1998,181.49
Component 9,System 01,7/9/1998,187.42
Component 9,System 01,11/4/1998,188.82
Component 9,System 01,11/26/1998,182.76
Component 9,System 01,12/19/1998,184.03
Component 9,System 01,3/18/1999,182.84
Component 9,System 01,3/21/1999,180.08
Component 9,System 01,8/7/1999,187.72
Component 9,System 01,9/19/1999,183.42
Component 9,System 01,12/5/1999,182.47
Component 9,System 01,1/22/2000,186.97
Component 9,System 01,5/8/2000,187.04
Component 9,System 01,7/21/2000,180.41
Component 9,System 01,8/10/2000,186.75
Component 9,System 01,9/20/2000,181.84
Component 9,System 01,10/3/2000,182.68
Component 9,System 01,11/7/2000,181.91
Component 9,System 01,3/9/2001,186.89
Component 9,System 01,4/29/2001,187.90
Component 9,System 01,5/29/2001,184.39
Component 9,System 01,6/11/2001,186.78
Component 9,System 01,8/7/2001,182.32
Component 9,System 01,10/27/2001,185.72
Component 9,System 01,11/11/2001,181.30
Component 9,System 01,12/4/2001,180.37
Component 9,System 01,2/1/2002,188.07
Component 9,System 01,3/13/2002,184.41
Component 9,System 01,4/29/2002,187.90
Component 9,System 01,6/29/2002,182.66
Component 9,System 01,10/14/2002,189.11
Component 9,System 01,12/25/2002,184.74
Component 9,System 01,1/4/2003,189.09
Component 9,System 01,4/8/2003,187.26
Component 9,System 01,4/9/2003,188.28
Component 9,System 01,12/18/2003,182.32
Component 9,System 01,1/14/2004,186.27
Component 9,System 01,3/2/2004,183.31
Component 9,System 01,4/1/2004,181.92
Component 9,System 01,6/7/2004,185.07
Component 9,System 01,6/10/2004,181.29
Component 9,System 01,8/21/2004,189.83
Component 9,System 01,10/4/2004,187.74
Component 9,System 01,12/15/2004,183.85
Component 9,System 01,12/30/2004,182.13
Component 9,System 01,2/28/2005,180.35
Component 9,System 01,7/15/2005,182.88
Component 9,System 01,10/7/2005,186.83
Component 9,System 01,5/23/2006,187.65
Component 9,System 01,8/12/2006,189.70
Component 9,System 01,8/31/2006,184.24
Component 9,System 01,9/16/2006,184.08
Component 9,System 01,12/30/2006,189.34
Component 9,System 01,1/26/2007,184.94
Component 9,System 01,2/12/2007,189.73
Component 9,System 01,3/5/2007,185.64
Component 9,System 01,3/10/2007,181.47
Component 9,System 01,5/19/2007,189.03
Component 9,System 01,5/21/2007,182.74
Component 9,System 01,8/12/2007,183.11
Component 9,System 01,8/21/2007,181.92
Component 9,System 01,11/7/2007,182.22
Component 9,System 01,11/24/2007,184.87
Component 9,System 01,1/25/2008,186.25
Component 9,System 01,3/9/2008,186.94
Component 9,System 01,7/1/2008,186.19
Component 9,System 01,7/29/2008,184.46
Component 9,System 01,9/4/2008,183.15
Component 9,System 01,9/15/2008,187.60
Component 9,System 01,9/28/2008,184.57
Component 9,System 01,7/1/2009,180.85
Component 9,System 01,7/5/2009,181.75
Component 9,System 01,8/18/2009,183.13
Component 9,System 01,9/3/2009,183.10
Component 9,System 01,9/23/2009,182.73
Component 9,System 01,12/22/2009,180.81
Component 9,System 01,3/20/2010,184.25
Component 9,System 01,4/8/2010,188.70
Component 9,System 01,5/2/2010,189.86
Component 9,System 01,7/11/2010,185.16
Component 9,System 01,7/12/2010,180.44
Component 9,System 01,12/4/2010,182.57
Component 9,System 01,1/1/2011,180.13
Component 9,System 01,3/2/2011,189.95
Component 9,System 01,3/18/2011,186.33
Component 9,System 01,4/25/2011,187.47
Component 9,System 01,5/10/2011,182.70
Component 9,System 01,12/14/2011,189.32
Component 9,System 01,2/17/2012,183.10
Component 9,System 01,3/11/2012,186.10
Component 9,System 01,12/9/2012,182.78
Component 9,System 01,4/10/2013,189.74
Component 9,System 01,4/15/2013,181.87
Component 9,System 01,6/19/2013,180.02
Component 9,System 01,8/16/2013,187.26
Component 9,System 01,10/30/2013,184.17
Component 9,System 01,11/28/2013,189.80
Component 9,System 01,2/1/2014,181.10
Component 9,System 01,2/27/2014,182.83
Component 9,System 01,5/9/2014,188.85
Component 9,System 01,6/1/2014,187.94
Component 9,System 01,10/3/2014,188.20
Component 9,System 01,1/18/2015,180.94
Component 9,System 01,2/18/2015,183.07
Component 9,System 01,5/14/2015,182.54
Component 9,System 01,7/30/2015,182.81
Component 9,System 01,11/4/2015,181.00
Component 9,System 01,11/29/2015,187.79
Component 9,System 01,11/30/2015,180.19
Component 9,System 02,1/24/1990,182.18
Component 9,System 02,3/10/1990,188.06
Component 9,System 02,3/23/1990,188.56
Component 9,System 02,6/6/1990,186.09
Component 9,System 02,6/13/1990,189.87
Component 9,System 02,7/9/1990,184.41
Component 9,System 02,8/9/1990,182.87
Component 9,System 02,8/31/1990,185.38
Component 9,System 02,9/12/1990,189.43
Component 9,System 02,11/29/1990,188.81
Component 9,System 02,12/31/1990,185.88
Component 9,System 02,5/10/1991,182.90
Component 9,System 02,6/18/1991,185.80
Component 9,System 02,9/21/1991,181.71
Component 9,System 02,3/28/1992,183.73
Component 9,System 02,4/25/1992,189.44
Component 9,System 02,5/31/1992,188.02
Component 9,System 02,6/23/1992,181.34
Component 9,System 02,11/14/1992,186.05
Component 9,System 02,11/24/1992,182.83
Component 9,System 02,12/14/1992,181.78
Component 9,System 02,9/10/1993,187.87
Component 9,System 02,10/18/1993,189.90
Component 9,System 02,12/9/1993,187.59
Component 9,System 02,2/16/1994,185.99
Component 9,System 02,7/31/1994,184.60
Component 9,System 02,9/2/1994,189.32
Component 9,System 02,9/23/1994,186.15
Component 9,System 02,9/27/1994,188.28
Component 9,System 02,10/25/1994,184.31
Component 9,System 02,12/15/1994,185.15
Component 9,System 02,5/25/1995,184.81
Component 9,System 02,5/27/1995,181.41
Component 9,System 02,9/7/1995,181.42
Component 9,System 02,9/24/1995,187.71
Component 9,System 02,11/19/1995,188.31
Component 9,System 02,11/29/1995,187.31
Component 9,System 02,12/11/1995,184.73
Component 9,System 02,12/12/1995,181.00
Component 9,System 02,1/25/1996,186.28
Component 9,System 02,1/27/1996,184.31
Component 9,System 02,5/16/1996,182.89
Component 9,System 02,5/24/1996,184.52
Component 9,System 02,9/3/1996,186.67
Component 9,System 02,9/13/1996,180.63
Component 9,System 02,10/4/1996,185.36
Component 9,System 02,10/20/1996,187.57
Component 9,System 02,11/14/1996,183.48
Component 9,System 02,12/7/1996,186.11
Component 9,System 02,12/31/1996,184.32
Component 9,System 02,10/23/1997,188.08
Component 9,System 02,11/19/1997,180.93
Component 9,System 02,12/16/1997,188.20
Component 9,System 02,5/3/1998,185.44
Component 9,System 02,5/13/1998,180.33
Component 9,System 02,6/15/1998,188.31
Component 9,System 02,8/18/1998,186.47
Component 9,System 02,8/26/1998,186.13
Component 9,System 02,10/15/1998,185.20
Component 9,System 02,11/3/1998,180.30
Component 9,System 02,2/4/1999,186.52
Component 9,System 02,3/14/1999,182.84
Component 9,System 02,4/24/1999,188.05
Component 9,System 02,5/1/1999,189.06
Component 9,System 02,9/19/1999,183.71
Component 9,System 02,11/27/1999,185.25
Component 9,System 02,12/27/1999,180.63
Component 9,System 02,1/11/2000,184.08
Component 9,System 02,3/4/2000,189.60
Component 9,System 02,3/5/2000,183.00
Component 9,System 02,3/22/2000,189.67
Component 9,System 02,4/29/2000,188.80
Component 9,System 02,8/17/2000,187.34
Component 9,System 02,11/5/2000,186.87
Component 9,System 02,11/8/2000,186.67
Component 9,System 02,11/14/2000,189.91
Component 9,System 02,5/3/2001,185.69
Component 9,System 02,5/10/2001,188.31
Component 9,System 02,9/30/2001,189.01
Component 9,System 02,11/14/2001,184.25
Component 9,System 02,3/3/2002,185.15
Component 9,System 02,5/7/2002,187.13
Component 9,System 02,7/31/2002,181.18
Component 9,System 02,11/16/2002,183.14
Component 9,System 02,12/5/2002,186.06
Component 9,System 02,12/11/2002,186.92
Component 9,System 02,2/21/2003,180.03
Component 9,System 02,4/10/2003,187.71
Component 9,System 02,9/5/2003,184.41
Component 9,System 02,1/23/2004,187.68
Component 9,System 02,6/18/2004,187.01
Component 9,System 02,6/20/2004,180.60
Component 9,System 02,8/21/2004,187.10
Component 9,System 02,10/20/2004,183.72
Component 9,System 02,10/29/2004,182.82
Component 9,System 02,12/8/2004,184.59
Component 9,System 02,3/8/2005,186.19
Component 9,System 02,4/3/2005,180.03
Component 9,System 02,6/27/2005,187.32
Component 9,System 02,10/15/2005,185.89
Component 9,System 02,11/1/2005,182.51
Component 9,System 02,11/7/2005,184.78
Component 9,System 02,11/20/2005,185.35
Component 9,System 02,12/12/2005,182.80
Component 9,System 02,12/16/2005,183.64
Component 9,System 02,3/12/2006,186.71
Component 9,System 02,7/6/2006,189.13
Component 9,System 02,10/13/2006,186.94
Component 9,System 02,12/15/2006,187.17
Component 9,System 02,3/21/2007,189.29
Component 9,System 02,8/1/2007,182.65
Component 9,System 02,9/13/2007,180.72
Component 9,System 02,10/9/2007,184.21
Component 9,System 02,11/26/2007,188.33
Component 9,System 02,2/9/2008,183.33
Component 9,System 02,5/14/2008,186.69
Component 9,System 02,7/26/2008,184.05
Component 9,System 02,9/11/2008,183.65
Component 9,System 02,10/7/2008,185.47
Component 9,System 02,4/15/2009,187.61
Component 9,System 02,6/14/2009,180.09
Component 9,System 02,6/16/2009,186.25
Component 9,System 02,7/5/2009,186.26
Component 9,System 02,9/5/2009,181.75
Component 9,System 02,10/19/2009,188.94
Component 9,System 02,11/7/2009,189.31
Component 9,System 02,12/12/2009,187.50
Component 9,System 02,1/29/2010,189.98
Component 9,System 02,2/28/2010,188.05
Component 9,System 02,3/1/2010,187.11
Component 9,System 02,3/11/2010,186.68
Component 9,System 02,3/11/2010,187.49
Component 9,System 02,3/29/2010,188.66
Component 9,System 02,5/22/2010,189.15
Component 9,System 02,8/18/2010,181.80
Component 9,System 02,10/15/2010,189.57
Component 9,System 02,12/20/2010,182.69
Component 9,System 02,1/28/2011,189.50
Component 9,System 02,4/15/2011,186.74
Component 9,System 02,5/24/2011,185.62
Component 9,System 02,8/11/2011,187.77
Component 9,System 02,12/19/2011,181.11
Component 9,System 02,1/28/2012,182.83
Component 9,System 02,5/3/2012,182.00
Component 9,System 02,5/12/2012,180.56
Component 9,System 02,5/13/2012,188.85
Component 9,System 02,5/27/2012,188.95
Component 9,System 02,9/3/2012,189.05
Component 9,System 02,10/25/2012,180.11
Component 9,System 02,11/11/2012,180.15
Component 9,System 02,1/18/2013,186.18
Component 9,System 02,1/23/2013,186.04
Component 9,System 02,2/10/2013,189.07
Component 9,System 02,2/28/2013,189.18
Component 9,System 02,8/19/2013,183.13
Component 9,System 02,8/30/2013,186.75
Component 9,System 02,9/7/2013,186.76
Component 9,System 02,9/15/2013,189.24
Component 9,System 02,9/19/2013,188.08
Component 9,System 02,2/2/2014,188.67
Component 9,System 02,9/15/2014,183.04
Component 9,System 02,10/2/2014,185.25
Component 9,System 02,11/30/2014,180.34
Component 9,System 02,12/12/2014,184.47
Component 9,System 02,3/11/2015,189.00
Component 9,System 02,6/8/2015,186.99
Component 9,System 02,8/9/2015,180.69
Component 9,System 03,1/11/1990,185.18
Component 9,System 03,1/25/1990,188.95
Component 9,System 03,2/2/1990,183.69
Component 9,System 03,2/4/1990,181.89
Component 9,System 03,7/16/1990,181.39
Component 9,System 03,11/2/1990,184.73
Component 9,System 03,11/5/1990,181.31
Component 9,System 03,12/16/1990,181.27
Component 9,System 03,3/11/1991,189.33
Component 9,System 03,4/1/1991,181.67
Component 9,System 03,8/10/1991,180.26
Component 9,System 03,8/12/1991,187.67
Component 9,System 03,12/4/1991,181.94
Component 9,System 03,2/23/1992,180.87
Component 9,System 03,5/4/1992,182.22
Component 9,System 03,5/16/1992,183.25
Component 9,System 03,8/2/1992,189.58
Component 9,System 03,9/14/1992,186.94
Component 9,System 03,1/2/1993,181.38
Component 9,System 03,2/21/1993,184.51
Component 9,System 03,3/8/1993,187.26
Component 9,System 03,4/29/1993,184.53
Component 9,System 03,5/25/1993,181.60
Component 9,System 03,7/26/1993,185.54
Component 9,System 03,8/13/1993,185.87
Component 9,System 03,11/12/1993,185.24
Component 9,System 03,11/14/1993,189.05
Component 9,System 03,11/22/1993,182.66
Component 9,System 03,1/9/1994,188.98
Component 9,System 03,1/24/1994,188.59
Component 9,System 03,3/2/1994,186.23
Component 9,System 03,6/24/1994,187.16
Component 9,System 03,11/1/1994,180.19
Component 9,System 03,11/21/1994,180.42
Component 9,System 03,1/8/1995,188.78
Component 9,System 03,2/5/1995,181.61
Component 9,System 03,8/6/1995,182.72
Component 9,System 03,8/13/1995,186.83
Component 9,System 03,9/8/1995,189.63
Component 9,System 03,9/13/1995,188.60
Component 9,System 03,12/7/1995,181.44
Component 9,System 03,1/11/1996,184.83
Component 9,System 03,2/8/1996,181.09
Component 9,System 03,2/12/1996,184.71
Component 9,System 03,2/26/1997,183.65
Component 9,System 03,4/8/1997,187.25
Component 9,System 03,5/1/1997,182.80
Component 9,System 03,6/7/1997,180.17
Component 9,System 03,7/14/1997,188.62
Component 9,System 03,8/6/1997,188.76
Component 9,System 03,8/17/1997,181.44
Component 9,System 03,8/22/1997,182.24
Component 9,System 03,9/15/1997,184.42
Component 9,System 03,9/22/1997,187.64
Component 9,System 03,11/3/1997,188.96
Component 9,System 03,11/6/1997,189.79
Component 9,System 03,11/8/1997,180.02
Component 9,System 03,11/9/1997,186.76
Component 9,System 03,11/19/1997,180.05
Component 9,System 03,11/29/1997,181.82
Component 9,System 03,12/5/1997,187.26
Component 9,System 03,12/9/1997,189.76
Component 9,System 03,12/28/1997,188.57
Component 9,System 03,1/30/1998,182.33
Component 9,System 03,2/20/1998,180.27
Component 9,System 03,3/10/1998,183.68
Component 9,System 03,7/6/1998,184.37
Component 9,System 03,7/26/1998,186.50
Component 9,System 03,1/11/1999,185.89
Component 9,System 03,6/14/1999,190.00
Component 9,System 03,8/24/1999,188.59
Component 9,System 03,11/3/1999,183.18
Component 9,System 03,11/11/1999,180.07
Component 9,System 03,12/14/1999,181.53
Component 9,System 03,1/28/2000,184.30
Component 9,System 03,1/29/2000,183.18
Component 9,System 03,3/30/2000,180.36
Component 9,System 03,8/1/2000,184.90
Component 9,System 03,10/5/2000,185.73
Component 9,System 03,11/5/2000,185.71
Component 9,System 03,11/16/2000,189.31
Component 9,System 03,12/5/2000,182.44
Component 9,System 03,12/18/2000,188.74
Component 9,System 03,1/27/2001,186.85
Component 9,System 03,2/4/2001,187.39
Component 9,System 03,4/25/2001,180.19
Component 9,System 03,5/14/2001,185.25
Component 9,System 03,5/22/2001,189.28
Component 9,System 03,7/2/2001,185.05
Component 9,System 03,7/15/2001,187.45
Component 9,System 03,8/11/2001,184.81
Component 9,System 03,8/15/2001,185.39
Component 9,System 03,12/23/2001,185.50
Component 9,System 03,4/20/2002,186.92
Component 9,System 03,5/1/2002,183.95
Component 9,System 03,6/6/2002,185.02
Component 9,System 03,7/16/2002,180.71
Component 9,System 03,7/19/2002,184.68
Component 9,System 03,7/21/2002,180.79
Component 9,System 03,8/27/2002,182.71
Component 9,System 03,9/13/2002,187.78
Component 9,System 03,1/24/2003,188.58
Component 9,System 03,2/12/2003,187.73
Component 9,System 03,3/10/2003,185.84
Component 9,System 03,3/21/2003,188.03
Component 9,System 03,6/13/2003,187.23
Component 9,System 03,7/17/2003,180.61
Component 9,System 03,8/21/2003,187.28
Component 9,System 03,9/27/2003,189.85
Component 9,System 03,3/1/2004,186.19
Component 9,System 03,4/10/2004,186.57
Component 9,System 03,9/19/2004,183.34
Component 9,System 03,11/4/2004,189.93
Component 9,System 03,12/8/2004,184.48
Component 9,System 03,12/17/2004,183.50
Component 9,System 03,6/8/2005,180.01
Component 9,System 03,6/25/2005,182.04
Component 9,System 03,7/8/2005,187.64
Component 9,System 03,9/3/2005,186.66
Component 9,System 03,10/24/2005,182.05
Component 9,System 03,12/14/2005,186.32
Component 9,System 03,3/5/2006,186.08
Component 9,System 03,3/9/2006,181.90
Component 9,System 03,7/5/2006,184.62
Component 9,System 03,7/25/2006,181.02
Component 9,System 03,10/26/2006,184.59
Component 9,System 03,11/28/2006,182.95
Component 9,System 03,1/19/2007,183.64
Component 9,System 03,7/1/2007,180.71
Component 9,System 03,9/10/2007,180.76
Component 9,System 03,11/26/2007,182.88
Component 9,System 03,12/20/2007,181.84
Component 9,System 03,12/29/2007,186.36
Component 9,System 03,12/30/2007,180.98
Component 9,System 03,1/12/2008,189.94
Component 9,System 03,1/17/2008,186.23
Component 9,System 03,1/21/2008,185.10
Component 9,System 03,5/14/2008,185.72
Component 9,System 03,7/7/2008,182.36
Component 9,System 03,8/27/2008,184.13
Component 9,System 03,10/28/2008,183.75
Component 9,System 03,11/28/2008,187.50
Component 9,System 03,12/20/2008,187.96
Component 9,System 03,3/6/2009,184.10
Component 9,System 03,6/3/2009,189.51
Component 9,System 03,11/2/2009,184.90
Component 9,System 03,1/16/2010,181.67
Component 9,System 03,3/23/2010,187.34
Component 9,System 03,3/24/2010,182.46
Component 9,System 03,3/31/2010,181.74
Component 9,System 03,4/1/2010,189.73
Component 9,System 03,4/18/2010,184.49
Component 9,System 03,4/24/2010,189.06
Component 9,System 03,6/2/2010,181.91
Component 9,System 03,10/15/2010,189.40
Component 9,System 03,11/2/2010,185.30
Component 9,System 03,12/12/2010,182.34
Component 9,System 03,1/15/2011,182.58
Component 9,System 03,4/5/2011,187.52
Component 9,System 03,5/24/2011,188.29
Component 9,System 03,5/26/2011,186.76
Component 9,System 03,7/23/2011,184.94
Component 9,System 03,12/25/2011,185.42
Component 9,System 03,2/10/2012,186.29
Component 9,System 03,4/20/2012,184.41
Component 9,System 03,6/10/2012,184.25
Component 9,System 03,7/24/2012,187.23
Component 9,System 03,10/26/2012,181.79
Component 9,System 03,12/28/2012,180.19
Component 9,System 03,12/29/2012,189.27
Component 9,System 03,1/5/2013,187.20
Component 9,System 03,4/4/2013,181.96
Component 9,System 03,5/19/2013,185.25
Component 9,System 03,6/6/2013,180.14
Component 9,System 03,7/30/2013,184.15
Component 9,System 03,8/17/2013,180.33
Component 9,System 03,8/26/2013,185.76
Component 9,System 03,11/7/2013,184.82
Component 9,System 03,12/8/2013,184.24
Component 9,System 03,1/10/2014,185.54
Component 9,System 03,4/3/2014,184.72
Component 9,System 03,6/22/2014,188.33
Component 9,System 03,10/2/2014,182.43
Component 9,System 03,1/15/2015,181.31
Component 9,System 03,3/11/2015,182.11
Component 9,System 03,5/28/2015,187.62
Component 9,System 03,8/26/2015,189.04
Component 9,System 04,2/14/1990,187.95
Component 9,System 04,5/14/1990,188.56
Component 9,System 04,7/1/1990,183.29
Component 9,System 04,9/29/1990,181.18
Component 9,System 04,2/22/1991,182.61
Component 9,System 04,3/13/1991,181.66
Component 9,System 04,5/19/1991,183.01
Component 9,System 04,8/29/1991,189.29
Component 9,System 04,10/23/1991,183.45
Component 9,System 04,12/29/1991,188.30
Component 9,System 04,1/18/1992,187.46
Component 9,System 04,4/4/1992,187.73
Component 9,System 04,5/12/1992,183.99
Component 9,System 04,6/8/1992,187.93
Component 9,System 04,7/11/1992,182.10
Component 9,System 04,10/21/1992,184.31
Component 9,System 04,11/5/1992,180.46
Component 9,System 04,2/13/1993,186.07
Component 9,System 04,2/19/1993,187.51
Component 9,System 04,3/3/1993,182.31
Component 9,System 04,6/3/1993,186.94
Component 9,System 04,6/30/1993,187.62
Component 9,System 04,8/24/1993,189.88
Component 9,System 04,9/22/1993,181.10
Component 9,System 04,1/15/1994,185.15
Component 9,System 04,2/11/1994,187.17
Component 9,System 04,3/10/1994,189.01
Component 9,System 04,3/15/1994,189.66
Component 9,System 04,3/21/1994,184.27
Component 9,System 04,3/30/1994,180.36
Component 9,System 04,8/23/1994,186.66
Component 9,System 04,9/4/1994,185.83
Component 9,System 04,10/28/1994,184.64
Component 9,System 04,12/9/1994,184.64
Component 9,System 04,12/25/1994,189.99
Component 9,System 04,1/22/1995,181.71
Component 9,System 04,6/17/1995,182.70
Component 9,System 04,7/18/1995,180.28
Component 9,System 04,8/23/1995,182.94
Component 9,System 04,8/13/1996,187.46
Component 9,System 04,10/18/1996,187.68
Component 9,System 04,1/29/1997,181.13
Component 9,System 04,6/1/1997,180.63
Component 9,System 04,6/28/1997,184.69
Component 9,System 04,7/5/1997,180.52
Component 9,System 04,7/30/1997,188.07
Component 9,System 04,11/12/1997,181.20
Component 9,System 04,11/2/1998,186.70
Component 9,System 04,2/6/1999,181.14
Component 9,System 04,4/8/1999,183.31
Component 9,System 04,12/4/1999,185.09
Component 9,System 04,12/17/1999,182.99
Component 9,System 04,1/1/2000,183.95
Component 9,System 04,2/29/2000,188.77
Component 9,System 04,5/9/2000,180.09
Component 9,System 04,5/22/2000,180.39
Component 9,System 04,6/20/2000,183.57
Component 9,System 04,8/5/2000,186.91
Component 9,System 04,9/30/2000,187.75
Component 9,System 04,10/5/2000,180.49
Component 9,System 04,10/31/2000,181.38
Component 9,System 04,12/1/2000,182.93
Component 9,System 04,12/28/2000,189.38
Component 9,System 04,1/15/2001,181.68
Component 9,System 04,11/1/2001,186.11
Component 9,System 04,12/17/2001,182.18
Component 9,System 04,2/6/2002,189.55
Component 9,System 04,2/20/2002,189.59
Component 9,System 04,4/20/2002,187.00
Component 9,System 04,6/25/2002,187.14
Component 9,System 04,6/26/2002,187.42
Component 9,System 04,9/26/2002,181.57
Component 9,System 04,11/8/2002,185.75
Component 9,System 04,11/8/2002,184.14
Component 9,System 04,1/22/2003,180.98
Component 9,System 04,1/31/2003,180.79
Component 9,System 04,3/21/2003,188.95
Component 9,System 04,7/2/2003,181.47
Component 9,System 04,8/26/2003,182.11
Component 9,System 04,10/8/2003,188.34
Component 9,System 04,10/8/2003,184.04
Component 9,System 04,10/27/2003,181.80
Component 9,System 04,3/2/2004,189.43
Component 9,System 04,3/28/2004,187.31
Component 9,System 04,4/27/2004,186.06
Component 9,System 04,2/27/2005,182.29
Component 9,System 04,3/12/2005,181.23
Component 9,System 04,4/10/2005,185.39
Component 9,System 04,8/1/2005,188.99
Component 9,System 04,8/2/2005,182.80
Component 9,System 04,10/3/2005,185.03
Component 9,System 04,12/20/2005,189.47
Component 9,System 04,1/2/2006,188.82
Component 9,System 04,3/6/2006,189.99
Component 9,System 04,4/9/2006,189.30
Component 9,System 04,4/24/2006,182.27
Component 9,System 04,6/29/2006,183.75
Component 9,System 04,7/10/2006,183.27
Component 9,System 04,11/27/2006,181.83
Component 9,System 04,1/18/2007,185.37
Component 9,System 04,4/1/2007,180.80
Component 9,System 04,5/7/2007,189.90
Component 9,System 04,6/10/2007,189.24
Component 9,System 04,6/20/2007,186.50
Component 9,System 04,8/18/2007,187.08
Component 9,System 04,8/18/2007,188.02
Component 9,System 04,10/21/2007,182.82
Component 9,System 04,12/22/2007,187.88
Component 9,System 04,3/16/2008,186.45
Component 9,System 04,8/6/2008,185.19
Component 9,System 04,9/27/2008,180.88
Component 9,System 04,10/14/2008,189.20
Component 9,System 04,10/25/2008,188.49
Component 9,System 04,2/13/2009,186.16
Component 9,System 04,11/15/2009,186.95
Component 9,System 04,12/23/2009,183.92
Component 9,System 04,2/21/2010,180.63
Component 9,System 04,4/12/2010,181.98
Component 9,System 04,8/24/2010,189.01
Component 9,System 04,11/14/2010,182.76
Component 9,System 04,1/11/2011,182.65
Component 9,System 04,1/29/2011,180.48
Component 9,System 04,4/3/2011,183.99
Component 9,System 04,7/4/2011,186.31
Component 9,System 04,7/22/2011,183.52
Component 9,System 04,12/4/2011,187.95
Component 9,System 04,9/18/2012,182.30
Component 9,System 04,12/2/2012,189.46
Component 9,System 04,2/28/2013,188.93
Component 9,System 04,5/3/2013,184.60
Component 9,System 04,8/27/2013,181.58
Component 9,System 04,9/19/2013,184.36
Component 9,System 04,2/23/2014,182.99
Component 9,System 04,3/22/2014,187.62
Component 9,System 04,6/24/2014,184.83
Component 9,System 04,6/29/2014,182.18
Component 9,System 04,8/15/2014,187.95
Component 9,System 04,11/26/2014,181.22
Component 9,System 04,2/9/2015,182.15
Component 9,System 04,2/28/2015,182.37
Component 9,System 04,6/23/2015,189.30
Component 9,System 05,4/22/1990,188.40
Component 9,System 05,8/23/1990,180.59
Component 9,System 05,8/23/1990,185.14
Component 9,System 05,10/29/1990,182.11
Component 9,System 05,11/29/1990,186.23
Component 9,System 05,12/29/1990,184.28
Component 9,System 05,1/6/1991,189.43
Component 9,System 05,2/8/1991,184.69
Component 9,System 05,4/4/1991,180.14
Component 9,System 05,5/12/1991,189.66
Component 9,System 05,8/19/1991,186.00
Component 9,System 05,1/15/1992,189.28
Component 9,System 05,2/29/1992,187.62
Component 9,System 05,8/20/1992,188.85
Component 9,System 05,11/4/1992,180.74
Component 9,System 05,1/4/1993,182.34
Component 9,System 05,9/10/1993,182.51
Component 9,System 05,10/2/1993,183.19
Component 9,System 05,11/23/1993,185.85
Component 9,System 05,11/23/1993,184.30
Component 9,System 05,12/31/1993,188.03
Component 9,System 05,2/22/1994,184.64
Component 9,System 05,2/25/1994,186.32
Component 9,System 05,3/3/1994,181.95
Component 9,System 05,10/27/1994,187.83
Component 9,System 05,11/1/1994,187.64
Component 9,System 05,11/11/1994,181.21
Component 9,System 05,12/8/1994,188.55
Component 9,System 05,1/30/1995,185.31
Component 9,System 05,5/19/1995,182.23
Component 9,System 05,7/21/1995,180.45
Component 9,System 05,8/9/1995,183.40
Component 9,System 05,8/29/1995,182.15
Component 9,System 05,8/29/1995,187.34
Component 9,System 05,10/1/1995,188.33
Component 9,System 05,1/29/1996,182.63
Component 9,System 05,5/24/1996,184.29
Component 9,System 05,7/6/1996,187.38
Component 9,System 05,8/8/1996,184.19
Component 9,System 05,9/13/1996,188.28
Component 9,System 05,9/14/1996,189.71
Component 9,System 05,9/16/1996,183.08
Component 9,System 05,9/26/1996,181.32
Component 9,System 05,9/30/1996,181.58
Component 9,System 05,12/18/1996,185.65
Component 9,System 05,7/29/1997,185.96
Component 9,System 05,11/22/1997,186.49
Component 9,System 05,11/30/1997,183.60
Component 9,System 05,12/2/1997,182.90
Component 9,System 05,2/4/1998,184.73
Component 9,System 05,3/2/1998,185.53
Component 9,System 05,3/2/1998,184.51
Component 9,System 05,3/7/1998,182.95
Component 9,System 05,5/23/1998,185.21
Component 9,System 05,7/2/1998,186.03
Component 9,System 05,7/23/1998,181.84
Component 9,System 05,8/30/1998,182.04
Component 9,System 05,3/13/1999,188.25
Component 9,System 05,7/28/1999,186.79
Component 9,System 05,8/31/1999,184.02
Component 9,System 05,9/5/1999,180.39
Component 9,System 05,10/12/1999,184.02
Component 9,System 05,12/14/1999,189.14
Component 9,System 05,12/16/1999,182.54
Component 9,System 05,4/16/2000,188.03
Component 9,System 05,7/27/2000,182.96
Component 9,System 05,8/17/2000,184.03
Component 9,System 05,11/29/2000,189.43
Component 9,System 05,12/19/2000,189.86
